id,country,sth1,sth2,sth3,sth4,sth5,sth6,sth7,sth8,sth9
1,Chińska Republika Ludowa,1 314 480 000,1 321 290 000,1 328 020 000,1 338 612 968,1 336 718 015,1 343 239 923,1 373 541 278,1 379 302 771,1 401 585 247
2,Indie,1 095 351 995,1 129 866 154,1 147 995 898,1 166 079 217,1 189 172 906,1 205 073 612,1 266 883 598,1 281 935 911,1 359 527 236
3,Stany Zjednoczone,298 444 215,301 139 947,305 548 000,307 212 123,313 232 044,313 847 465,323 995 528,326 625 791,329 256 465
4,Indonezja,245 452 739,234 693 997,237 512 355,240 271 522,245 613 043,248 216 193,258 316 051,260 580 739,262 787 403
5,Brazylia,188 078 227,190 010 647,191 908 598,198 739 269,203 429 773,205 716 890,205 823 665,207 353 391,208 846 892
6,Pakistan,165 803 560,164 741 924,167 762 040,176 242 949,187 342 721,190 291 129,201 995 540,204 924 861,207 862 518
7,Nigeria,131 859 731,135 031 164,138 283 240,149 229 090,155 215 573,170 123 740,186 053 386,190 632 261,203 452 505
8,Bangladesz,147 365 352,150 448 339,153 546 901,156 050 883,158 570 535,161 083 804,156 186 882,157 826 578,159 453 001
9,Rosja,142 893 540,141 377 752,140 702 094,140 041 247,138 739 892,138 082 178,142 355 415,142 257 519,142 122 776
10,Japonia,127 463 611,127 433 494,127 288 419,127 078 679,126 475 664,127 368 088,126 702 133,126 451 398,126 168 156
11,Meksyk,107 449 525,108 700 891,109 955 400,111 211 789,113 724 226,114 975 406,123 166 749,124 574 795,125 959 205
12,Etiopia,74 777 981,76 511 887,78 254 090,85 237 338,90 873 739,93 815 992,102 374 044,105 350 020,108 386 391
13,Filipiny,89 468 677,91 077 287,92 681 453,97 976 603,101 833 938,103 775 002,102 624 209,104 256 076,105 893 381
14,Egipt,78 887 007,80 335 036,81 713 517,83 082 869,82 079 636,83 688 164,94 666 993,97 041 072,99 413 317
15,Wietnam,84 402 966,85 262 356,86 116 559,86 967 524,90 549 390,91 519 289,95 261 021,96 160 163,97 040 334
16,Demokratyczna Republika Konga,62 660 551,65 751 512,66 514 506,68 692 542,71 712 867,73 599 190,81 331 050,83 301 151,85 281 024
17,Iran,68 688 433,65 397 521,65 875 223,66 429 284,77 891 220,78 868 711,82 801 633,82 021 564,83 024 745
18,Turcja,70 413 958,71 158 647,71 892 807,76 805 524,78 785 548,79 749 461,80 274 604,80 845 215,81 257 239
19,Niemcy,82 422 299,82 400 996,82 369 548,82 329 758,81 471 834,81 305 856,80 772 792,80 594 017,80 457 737
20,Tajlandia,64 631 595,65 068 149,65 493 298,65 905 410,66 720 153,67 091 089,68 200 824,68 414 135,68 615 858
21,Francja,62 752 136,63 713 926,64 057 790,64 057 792,65 312 249,65 630 692,66 836 154,67 106 161,67 364 357
22,Wielka Brytania,60 609 153,60 776 238,60 943 912,61 113 205,62 698 362,63 047 162,64 430 428,64 769 452,65 105 256
23,Włochy,58 133 509,58 147 733,58 145 321,58 126 212,61 016 804,61 261 254,62 007 540,62 137 802,62 246 674
24,Mjanma,47 382 633,47 373 958,47 758 181,48 137 741,53 999 804,54 584 650,56 890 418,55 123 814,55 662 506
25,Tanzania,37 445 392,39 384 223,40 213 162,41 048 532,42 746 620,43 601 796,52 482 726,53 950 935,55 451 343
26,Południowa Afryka,44 187 637,43 997 828,43 786 115,49 052 489,49 004 031,48 810 427,54 300 704,54 841 552,55 380 210
27,Korea Południowa,48 846 823,49 044 790,49 232 844,48 508 972,48 754 657,48 860 500,50 924 172,51 181 299,51 418 097
28,Hiszpania,40 397 842,40 448 191,40 491 051,40 525 002,46 754 784,47 042 984,48 563 476,48 958 159,49 331 076
29,Kenia,34 707 817,36 913 721,37 953 838,39 002 772,41 070 934,43 013 341,46 790 758,47 615 739,48 397 527
30,Kolumbia,43 593 035,44 379 598,45 013 674,45 644 023,44 725 543,45 239 079,47 220 856,47 698 524,48 168 996
31,Argentyna,39 921 833,40 301 927,40 677 348,40 913 584,41 769 726,42 192 494,43 886 748,44 293 293,44 694 198
32,Sudan,41 236 378,39 379 358,40 218 455,41 087 825,45 047 502,34 206 710,36 729 501,37 345 935,43 120 843
33,Algieria,32 930 091,33 333 216,33 769 669,34 178 188,34 994 937,35 406 303,40 263 711,40 969 443,41 657 488
34,Uganda,28 195 754,30 262 610,31 367 972,32 369 558,34 612 250,35 873 253,38 319 241,39 570 125,40 853 749
35,Irak,26 783 383,27 499 638,28 221 181,28 945 657,30 399 572,31 129 225,38 146 025,39 192 111,40 194 216
36,Polska,38 536 869,38 518 241,38 500 696,38 482 919,38 441 588,38 533 299,38 523 261,38 476 269,38 420 687
37,Ukraina,46 710 816,46 299 862,45 994 287,45 700 395,45 134 707,44 854 065,42 504 274,44 033 874,37 289 000
38,Kanada,33 098 932,33 390 141,33 212 696,33 487 208,34 030 589,34 300 083,35 362 905,35 623 680,35 881 659
39,Afganistan,31 056 997,31 889 923,32 738 376,33 609 937,29 835 392,30 419 928,33 332 025,34 124 811,34 940 837
40,Maroko,33 241 259,33 757 175,34 343 219,34 859 364,31 968 361,32 309 239,33 655 786,33 986 655,34 314 130
41,Arabia Saudyjska,27 019 731,27 601 038,28 161 417,28 686 633,26 131 703,26 534 504,28 160 273,28 571 770,33 091 113
42,Malezja,24 385 858,24 821 286,25 274 133,25 715 819,28 728 607,29 179 952,30 949 962,31 381 992,31 809 660
43,Wenezuela,25 730 435,26 023 528,26 414 815,26 814 843,27 635 743,28 047 938,30 912 302,31 304 016,31 689 176
44,Peru,28 302 603,28 674 757,29 180 899,29 546 963,29 248 943,29 549 517,30 741 062,31 036 656,31 331 288
45,Angola,12 127 071,12 263 596,12 531 357,12 799 293,13 338 541,18 056 072,20 172 332,29 310 273,30 355 880
46,Uzbekistan,27 307 134,27 780 059,28 268 440,27 606 007,28 128 600,28 394 180,29 473 614,29 748 859,30 023 709
47,Nepal,28 287 147,28 901 790,29 519 114,28 563 377,29 391 883,29 890 686,29 033 914,29 384 297,29 717 587
48,Jemen,21 456 188,22 230 531,23 013 376,23 822 783,24 133 492,24 771 809,27 392 779,28 036 829,28 667 230
49,Ghana,22 409 572,22 931 299,23 382 848,23 832 495,24 791 073,25 241 998,26 908 262,27 499 924,28 108 221
50,Mozambik,19 686 505,20 905 585,21 284 701,21 669 278,22 948 858,23 515 934,25 930 150,26 573 706,27 233 789
51,Wybrzeże Kości Słoniowej,17 654 843,18 013 409,18 373 060,20 617 068,21 504 162,21 952 093,23 740 424,24 184 810,26 260 582
52,Madagaskar,18 595 469,19 448 815,20 042 551,20 653 556,21 926 221,22 585 517,24 430 325,25 054 161,25 683 610
53,Kamerun,17 340 702,18 060 382,18 467 692,18 879 301,19 711 291,20 129 878,24 360 803,24 994 885,25 640 965
54,Korea Północna,23 113 019,23 301 725,23 479 089,22 665 345,24 457 492,24 589 122,25 115 311,25 248 140,25 381 085
55,Republika Chińska,23 036 087,22 858 872,22 920 946,22 974 347,23 071 779,23 113 901,23 464 787,23 508 428,23 545 963
56,Australia,20 264 082,20 434 176,20 600 856,21 262 641,21 766 711,22 015 576,22 992 654,23 232 413,23 470 145
57,Sri Lanka,20 222 240,20 926 315,21 128 773,21 324 791,21 283 913,21 481 334,22 235 000,22 409 381,22 576 592
58,Rumunia,22 303 552,22 276 056,22 246 862,22 215 421,21 904 551,21 848 504,21 599 736,21 529 967,21 457 116
59,Niger,12 525 094,12 894 865,13 272 679,15 306 252,16 468 886,17 078 839,18 638 600,19 245 344,19 866 231
60,Malawi,13 013 926,13 603 181,13 931 831,14 268 711,15 879 252,16 323 044,18 570 321,19 196 246,19 842 560
61,Burkina Faso,13 902 972,14 326 203,15 264 735,15 746 232,16 751 455,17 275 115,19 512 533,20 107 509,19 727 715
62,Syria,18 881 361,19 314 747,19 747 586,20 178 485,22 517 750,22 530 746,17 185 170,18 028 549,19 454 263
63,Kazachstan,15 233 244,15 284 929,15 340 533,15 399 437,15 522 373,17 522 010,18 360 353,18 556 698,18 744 548
64,Mali,11 716 829,11 995 402,12 324 029,12 666 987,14 159 904,14 533 511,17 467 108,17 885 245,17 429 893
65,Chile,16 134 219,16 284 741,16 454 143,16 601 707,16 888 760,17 067 369,17 650 114,17 789 267,17 925 262
66,Holandia,16 491 461,16 570 613,16 645 313,16 715 999,16 847 007,16 730 632,17 016 967,17 084 719,17 151 228
67,Gwatemala,12 293 545,12 728 111,13 002 206,13 276 517,13 824 463,14 099 032,15 189 958,15 460 732,16 581 273
68,Ekwador,13 547 510,13 755 680,13 927 650,14 573 101,15 007 343,15 223 680,16 080 778,16 290 913,16 498 502
69,Kambodża,13 881 427,13 995 904,14 241 640,14 494 293,14 701 717,14 952 665,15 957 223,16 204 486,16 449 519
70,Zambia,11 502 010,11 477 447,11 669 534,11 862 740,13 881 336,14 309 446,15 510 711,15 972 000,16 445 079
71,Czad,9 944 201,9 885 661,10 111 337,10 329 208,10 758 945,10 975 648,11 852 462,12 075 985,15 473 116
72,Senegal,11 987 121,12 521 851,12 853 259,13 711 597,12 643 799,12 969 606,14 320 055,14 668 522,15 020 946
73,Zimbabwe,12 236 805,12 311 143,12 382 920,11 392 629,12 084 304,12 619 600,14 546 961,13 805 084,14 030 368
74,Rwanda,8 648 248,9 907 509,10 186 063,10 473 282,11 370 425,11 689 696,12 988 423,11 901 484,12 187 400
75,Gwinea,9 690 222,9 947 814,10 211 437,10 057 975,10 601 009,10 884 958,12 093 349,12 413 867,11 855 411
76,Burundi,8 090 068,8 390 505,8 691 005,8 988 091,10 216 190,10 557 259,11 099 298,11 466 756,11 844 520
77,Belgia,10 379 067,10 392 226,10 403 951,10 414 336,10 431 477,10 438 353,11 409 077,11 491 346,11 570 762
78,Tunezja,10 175 014,10 276 158,10 383 577,10 486 339,10 629 186,10 732 900,11 134 588,11 403 800,11 516 189
79,Benin,7 862 944,8 078 314,8 294 941,8 791 832,9 325 032,9 598 787,10 741 458,11 038 805,11 340 404
80,Boliwia,8 989 046,9 119 152,9 247 816,9 775 246,10 118 683,10 290 003,10 969 649,11 138 234,11 306 341
81,Somalia,8 863 338,9 118 773,9 558 666,9 832 017,9 925 640,10 085 638,10 817 354,11 031 386,11 259 029
82,Kuba,11 382 820,11 394 043,11 423 952,11 451 652,11 087 330,11 075 244,11 179 995,11 147 407,11 111 396
83,Haiti,8 308 504,8 706 497,8 924 553,9 035 536,9 719 932,9 801 664,10 485 800,10 646 714,10 778 440
84,Grecja,10 688 058,10 706 290,10 722 816,10 737 428,10 760 136,10 767 827,10 773 253,10 768 477,10 761 523
85,Czechy,10 235 455,10 228 744,10 220 911,10 211 904,10 190 213,10 177 300,10 644 842,10 674 723,10 686 269
86,Jordania,5 906 760,6 053 193,6 198 677,6 342 948,6 508 271,6 508 887,8 185 384,10 248 069,10 458 413
87,Portugalia,10 605 870,10 642 836,10 676 910,10 707 924,10 760 305,10 781 459,10 833 816,10 839 514,10 355 493
88,Dominikana,9 183 984,9 365 818,9 507 133,9 650 054,9 956 648,10 088 598,10 606 865,10 734 247,10 298 756
89,Sudan Południowy,9 130 730,9 354 914,9 593 468,9 870 957,10 245 127,10 625 176,12 530 717,13 026 129,10 204 581
90,Azerbejdżan,7 961 619,8 120 247,8 177 717,8 238 672,8 372 373,9 493 600,9 872 765,9 961 396,10 046 516
91,Szwecja,9 016 596,9 031 088,9 045 389,9 059 651,9 088 728,9 103 788,9 880 604,9 960 487,10 040 995
92,Węgry,9 981 334,9 956 108,9 930 915,9 905 596,9 976 062,9 958 453,9 874 784,9 850 845,9 825 704
93,Zjednoczone Emiraty Arabskie,2 602 713,4 444 011,4 621 399,4 798 491,5 148 664,5 314 317,5 927 482,6 072 475,9 701 315
94,Białoruś,10 293 011,9 724 723,9 685 768,9 648 533,9 577 552,9 542 883,9 570 376,9 549 747,9 527 543
95,Honduras,7 326 496,7 483 763,7 639 327,7 792 854,8 143 564,8 296 693,8 893 259,9 038 741,9 182 766
96,Austria,8 192 880,8 199 783,8 205 533,8 210 281,8 217 280,8 219 743,8 711 770,8 754 413,8 793 370
97,Tadżykistan,7 320 815,7 076 598,7 211 884,7 349 145,7 627 200,7 768 385,8 330 946,8 468 555,8 604 882
98,Izrael,6 352 117,6 426 679,7 112 359,7 233 701,7 473 052,7 590 758,8 174 527,8 299 706,8 424 904
99,Szwajcaria,7 523 934,7 554 661,7 581 520,7 604 467,7 639 961,7 655 628,8 179 294,8 236 303,8 292 809
100,Togo,5 548 702,5 701 579,5 858 673,6 019 877,6 771 993,6 961 049,7 756 937,7 965 055,8 176 449
101,Laos,6 368 481,6 521 998,6 677 534,6 834 942,6 477 211,6 586 266,7 019 073,7 126 706,7 235 171
102,Hongkong,6 940 432,6 980 412,7 018 636,7 055 071,7 122 508,7 153 519,7 167 403,7 191 503,7 213 338
103,Serbia,9 396 411,10 150 265,10 159 046,–,7 310 555,7 276 604,7 143 921,7 111 024,7 078 110
104,Bułgaria,7 385 367,7 322 858,7 262 675,7 204 687,7 093 635,7 037 935,7 144 653,7 101 510,7 057 504
105,Papua-Nowa Gwinea,5 670 544,5 795 887,5 931 769,6 057 263,6 187 591,6 310 129,6 791 317,6 909 701,7 027 332
106,Paragwaj,6 506 464,6 669 086,6 831 306,6 995 655,6 459 058,6 541 591,6 862 812,6 943 739,7 025 763
107,Libia,5 900 754,6 036 914,6 173 579,6 310 434,6 597 960,6 733 620,6 541 948,6 653 210,6 754 507
108,Sierra Leone,6 005 250,6 144 562,6 294 774,6 440 053,5 363 669,5 485 998,6 018 888,6 163 195,6 312 212
109,Salwador,6 822 378,6 948 073,7 066 403,7 185 218,6 071 774,6 090 646,6 156 670,6 172 011,6 187 271
110,Liban,3 874 050,3 925 502,3 971 941,4 017 095,4 143 101,4 140 289,6 237 738,6 229 794,6 100 075
111,Nikaragua,5 570 129,5 675 356,5 785 846,5 891 199,5 666 301,5 727 707,5 966 798,6 025 951,6 085 213
112,Singapur,4 492 150,4 553 009,4 608 167,4 657 542,4 740 737,5 353 494,5 781 728,5 888 926,5 995 991
113,Erytrea,4 786 994,4 906 585,5 028 475,5 647 168,5 939 484,6 086 495,5 869 869,5 918 919,5 970 646
114,Kirgistan,5 213 898,5 284 149,5 356 869,5 431 747,5 587 443,5 496 737,5 727 553,5 789 122,5 849 296
115,Dania,5 450 661,5 468 120,5 484 723,5 500 510,5 529 888,5 543 453,5 593 785,5 605 948,5 809 502
116,Republika Środkowoafrykańska,4 303 356,4 369 038,4 434 873,4 511 488,4 950 027,5 057 208,5 507 257,5 625 118,5 745 062
117,Finlandia,5 223 442,5 238 460,5 244 749,5 250 275,5 259 250,5 262 930,5 498 211,5 518 371,5 537 364
118,Słowacja,5 439 448,5 447 502,5 455 407,5 463 046,5 477 038,5 483 088,5 445 802,5 445 829,5 445 040
119,Turkmenistan,5 042 920,5 097 028,5 179 571,4 884 887,4 997 503,5 054 828,5 291 317,5 351 277,5 411 012
120,Norwegia,4 610 820,4 627 926,4 644 457,4 660 539,4 691 849,4 707 270,5 265 158,5 320 045,5 372 191
121,Irlandia,4 062 235,4 109 086,4 156 119,4 203 200,4 670 976,4 722 028,4 952 473,5 011 102,5 068 050
122,Kongo,3 702 314,3 800 610,3 903 318,4 012 809,4 243 929,4 366 266,4 852 412,4 954 674,5 062 021
123,Kostaryka,4 075 261,4 133 884,4 195 914,4 253 877,4 576 562,4 636 348,4 872 543,4 930 258,4 987 142
124,Gruzja,4 661 473,4 646 003,4 630 841,4 615 807,4 585 874,4 570 934,4 928 052,4 926 330,4 926 087
125,Liberia,2 042 004,3 195 931,3 334 587,3 441 790,3 786 764,3 887 886,4 299 944,4 689 021,4 809 768
126,Oman,3 102 229,3 204 897,3 311 640,3 418 085,3 027 959,3 090 150,3 355 262,3 424 386,4 613 241
127,Nowa Zelandia,4 076 140,4 115 771,4 173 460,4 213 418,4 290 347,4 327 944,4 474 549,4 510 327,4 545 627
128,Chorwacja,4 494 749,4 493 312,4 491 543,4 489 409,4 483 804,4 480 043,4 313 707,4 292 095,4 270 480
129,Bośnia i Hercegowina,4 498 976,4 552 198,4 590 310,4 613 414,4 622 163,4 622 292,3 861 912,3 856 181,3 849 891
130,Mauretania,3 177 388,3 270 065,3 364 940,3 129 486,3 281 634,3 359 185,3 677 293,3 758 571,3 840 429
131,Panama,3 191 319,3 242 173,3 292 693,3 360 474,3 460 462,3 510 045,3 705 246,3 753 142,3 800 644
132,Mołdawia,4 466 706,4 320 490,4 324 450,4 320 748,4 314 377,3 656 843,3 510 485,3 474 121,3 437 720
133,Urugwaj,3 431 932,3 460 607,3 477 778,3 494 382,3 308 535,3 316 328,3 351 016,3 360 148,3 369 299
134,Portoryko,3 927 188,3 944 259,3 958 128,3 971 020,3 989 133,3 998 905,3 578 056,3 351 827,3 294 626
135,Mongolia,2 832 224,2 951 786,2 996 081,3 041 142,3 133 318,3 179 997,3 031 330,3 068 243,3 103 428
136,Albania,3 581 655,3 600 523,3 619 778,3 639 453,2 994 667,3 002 859,3 038 594,3 047 987,3 057 220
137,Armenia,2 976 372,2 971 650,2 968 586,2 967 004,2 967 975,2 970 495,3 051 250,3 045 191,3 038 217
138,Kuwejt,2 418 393,2 505 559,2 596 799,2 691 158,2 595 628,2 646 314,2 832 776,2 875 422,2 916 467
139,Jamajka,2 758 124,2 780 132,2 804 332,2 825 928,2 868 380,2 889 187,2 970 340,2 990 561,2 812 090
140,Zachodni Brzeg,2 460 492,2 535 927,2 611 904,2 461 267,2 568 555,2 622 544,2 697 686,2 747 943,2 793 284
141,Litwa,3 585 906,3 575 439,3 565 205,3 555 179,3 535 547,3 525 761,2 854 235,2 823 859,2 793 284
142,Namibia,2 044 147,2 055 080,2 088 669,2 108 665,2 147 585,2 165 828,2 436 469,2 484 780,2 533 224
143,Katar,967 602,1 152 675,1 356 635,1 564 285,1 911 016,2 051 591,2 258 283,2 314 307,2 363 569
144,Botswana,1 639 833,1 815 508,1 842 323,1 990 876,2 065 398,2 098 018,2 209 208,2 214 858,2 249 104
145,Gabon,1 424 906,1 454 867,1 485 832,1 514 993,1 576 665,1 608 321,1 738 541,1 772 255,2 119 036
146,Macedonia Północna,2 050 554,2 055 915,2 061 315,2 066 718,2 077 328,2 082 370,2 100 025,2 103 721,2 118 945
147,Słowenia,2 010 347,2 009 245,2 007 711,2 005 692,2 000 092,1 996 617,1 978 029,1 972 126,2 102 126
148,Gambia,1 641 564,1 688 359,1 735 464,1 782 893,1 797 860,1 840 454,2 009 648,2 051 363,2 092 731
149,Lesotho,2 022 331,2 125 262,2 128 180,2 130 819,1 924 886,1 930 493,1 953 070,1 958 042,1 962 461
150,Łotwa,2 274 735,2 259 810,2 245 423,2 231 503,2 204 708,2 191 580,1 965 686,1 944 643,1 923 559
151,Kosowo,–,–,2 126 708,1 804 838,1 825 632,1 836 529,1 883 018,1 895 250,1 907 592
152,Strefa Gazy,1 428 757,1 482 405,1 537 269,1 558 592,1 657 155,1 710 257,1 753 327,1 795 183,1 836 713
153,Gwinea Bissau,1 442 029,1 472 780,1 503 182,1 533 964,1 596 677,1 628 603,1 759 159,1 792 338,1 833 247
154,Bahrajn,698 585,708 573,718 306,727 785,1 214 705,1 248 348,1 378 904,1 410 942,1 442 659
155,Mauritius,1 240 827,1 250 882,1 274 189,1 284 264,1 303 717,1 313 095,1 348 242,1 356 388,1 364 283
156,Timor Wschodni,1 062 777,1 084 971,1 108 777,1 131 612,1 177 834,1 201 255,1 261 072,1 291 358,1 321 929
157,Estonia,1 324 333,1 315 912,1 307 605,1 299 371,1 282 963,1 274 709,1 258 545,1 251 581,1 244 288
158,Cypr,784 301,788 457,792 604,796 740,1 120 489,1 138 071,1 205 575,1 221 549,1 237 088
159,Trynidad i Tobago,1 065 842,1 056 608,1 047 366,1 229 953,1 227 505,1 226 383,1 220 479,1 218 208,1 215 527
160,Eswatini,1 136 334,1 133 066,1 128 814,1 123 913,1 370 424,1 386 914,1 451 428,1 467 152,1 087 200
161,Fidżi,905 949,918 675,931 741,944 720,883 125,890 057,915 303,920 938,926 276
162,Dżibuti,486 530,496 374,506 221,516 055,757 074,774 389,846 687,865 267,884 017
163,Komory,690 948,711 417,731 775,752 438,794 683,737 284,794 678,808 080,821 164
164,Gwinea Równikowa,540 109,551 201,616 459,633 441,668 225,685 991,759 451,778 358,797 457
165,Bhutan,2 279 723,2 327 849,682 321,691 141,708 427,716 896,750 125,758 288,766 397
166,Gujana,767 245,769 095,770 794,772 298,744 768,741 908,735 909,737 718,740 685
167,Wyspy Salomona,552 438,566 842,581 318,595 613,571 890,584 578,635 027,647 581,660 121
168,Sahara Zachodnia,273 008,382 617,393 831,405 210,507 160,522 928,587 020,603 253,619 551
169,Czarnogóra,630 548,684 736,678 177,672 180,661 807,657 394,644 578,642 550,614 249
170,Makau,453 125,456 989,460 823,559 846,573 003,578 025,597 425,601 969,606 340
171,Luksemburg,474 413,480 222,486 006,491 775,503 302,509 074,582 291,594 130,605 764
172,Surinam,439 117,470 784,475 996,481 267,491 989,560 157,585 824,591 919,597 927
173,Republika Zielonego Przylądka,420 979,423 613,426 998,429 474,516 100,523 568,553 432,560 899,568 373
174,Brunei,379 444,374 577,381 371,388 190,401 890,408 786,436 620,443 593,450 565
175,Malta,400 214,401 880,403 532,405 165,408 333,409 836,415 196,416 338,449 043
176,Malediwy,359 008,369 031,379 174,396 334,394 999,394 451,392 960,392 709,392 473
177,Belize,287 730,294 385,301 270,307 899,321 115,327 719,353 858,360 346,385 854
178,Islandia,299 388,301 931,304 367,306 694,311 058,313 183,335 878,339 747,343 518
179,Bahamy,303 770,305 655,307 451,309 156,313 312,316 182,327 316,329 988,332 634
180,Barbados,279 912,280 946,281 968,284 589,286 705,287 733,291 495,292 336,293 131
181,Polinezja Francuska,274 578,278 963,283 019,287 032,294 935,274 512,285 321,287 881,290 373
182,Vanuatu,208 869,211 971,215 446,218 519,224 564,227 574,277 554,282 814,288 037
183,Nowa Kaledonia,219 246,221 943,224 824,227 436,256 275,260 166,275 355,279 070,282 754
184,Wyspy Świętego Tomasza i Książęca,193 413,199 579,206 178,212 679,179 506,183 176,197 541,201 025,204 454
185,Samoa,176 908,214 265,217 083,219 998,193 161,194 320,198 926,200 108,201 316
186,Guam,171 019,173 456,175 877,178 430,185 674,159 914,162 741,167 358,167 772
187,Saint Lucia,168 458,170 649,172 884,160 267,161 557,162 178,164 464,164 994,165 510
188,Curaçao,–,–,–,–,–,142 180,149 035,149 648,150 241
189,Aruba,71 891,100 018,101 541,103 065,106 113,107 635,113 648,115 120,116 576
190,Grenada,89 703,89 971,90 343,90 739,108 419,109 011,111 219,111 724,112 207
191,Kiribati,105 432,107 817,110 356,112 850,100 743,101 998,106 925,108 145,109 367
192,Wyspy Dziewicze,108 605,108 448,108 210,109 825,109 666,109 574,102 951,107 268,106 977
193,Tonga,114 689,116 921,119 009,120 898,105 916,106 146,106 513,106 479,106 398
194,Mikronezja,108 004,107 862,107 665,107 434,106 836,106 487,104 719,104 196,103 643
195,Saint Vincent i Grenadyny,117 848,118 149,118 432,104 574,103 869,103 537,102 350,102 089,101 844
196,Jersey,91 084,91 321,91 533,91 626,94 161,94 949,98 069,98 840,99 602
197,Antigua i Barbuda,69 108,69 481,69 842,85 632,87 884,89 018,93 581,94 731,95 882
198,Seszele,81 541,81 895,82 247,87 476,89 188,90 024,93 186,93 920,94 633
199,Wyspa Man,75 441,75 831,76 220,76 120,84 655,85 421,88 185,88 815,89 407
200,Andora,71 201,71 822,72 413,83 888,84 825,85 082,85 660,85 702,85 708
201,Wyspy Marshalla,60 422,61 815,63 174,64 522,67 182,68 480,73 376,74 539,75 684
202,Dominika,68 910,72 386,72 514,72 660,72 969,73 126,73 757,73 897,74 027
203,Bermudy,65 773,66 163,66 536,67 837,68 679,69 080,70 537,70 864,71 176
204,Guernsey,65 409,65 573,65 726,65 870,65 068,65 345,66 297,66 502,66 697
205,Kajmany,45 436,46 600,47 862,49 035,51 384,57 695,57 268,58 441,59 613
206,Grenlandia,56 361,56 344,56 326,57 600,57 670,57 695,57 728,57 717,57 691
207,Turks i Caicos,21 152,21 746,22 352,22 942,44 819,46 335,51 430,52 570,53 701
208,Saint Kitts i Nevis,39 129,39 349,39 619,40 131,50 314,50 726,52 329,52 715,53 094
209,Mariany Północne,82 459,84 546,86 616,88 662,46 050,44 582,53 467,52 263,51 994
210,Wyspy Owcze,47 246,47 511,48 668,48 856,49 267,49 483,50 456,50 730,51 018
211,Samoa Amerykańskie,57 794,57 663,57 496,65 628,67 242,68 061,54 194,51 504,50 826
212,Sint Maarten,–,–,–,–,–,37 429,41 486,42 083,42 677
213,Liechtenstein,33 987,34 247,34 498,34 761,35 236,36 713,37 937,38 244,38 547
214,Brytyjskie Wyspy Dziewicze,23 098,23 552,24 004,24 491,25 383,31 148,34 232,35 015,35 802
215,San Marino,29 251,29 615,29 973,30 324,31 817,32 140,33 285,33 573,33 779
216,Saint-Martin[a],–,–,29 376,29 820,30 615,30 959,31 949,32 125,32 284
217,Monako,32 543,32 671,32 796,32 965,30 539,30 510,30 581,30 645,30 727
218,Gibraltar,27 928,27 967,28 002,28 034,28 956,29 034,29 328,29 396,29 461
219,Palau,20 579,20 842,21 093,20 796,20 956,21 032,21 347,21 431,21 516
220,Anguilla,13 477,13 677,14 108,14 436,15 094,15 423,16 752,17 087,17 422
221,Wallis i Futuna,16 025,16 309,16 448,15 289,15 398,15 453,15 664,15 714,15 763
222,Tuvalu,11 810,11 992,12 177,12 373,10 544,10 619,10 959,11 052,11 147
223,Nauru,13 287,13 528,13 770,14 019,9322,10 065,9591,9642,9692
224,Wyspy Cooka,21 388,21 750,21 923,11 870,11 124,10 777,9556,9290,9038
225,"Wyspa Świętej Heleny, Wyspa Wniebowstąpienia i Tristan da Cunha",7502,7543,7601,7637,7700,7728,7795,7828,7841
226,Saint-Barthélemy[a],–,–,7492,7448,7367,7332,7209,7184,7160
227,Saint-Pierre i Miquelon,7026,7036,7044,7051,5888,5831,5595,5533,5471
228,Montserrat,9439,9538,9638,5097,5140,5164,5267,5292,5471
229,Falklandy,2967,3105,3140,–,3140,3140,2931,–,–
230,Svalbard,2701,2214,2165,2116,2019,1970,1872,2583,–
231,Wyspa Bożego Narodzenia,1493,1402,–,1402,1402,1496,2205,–,–
232,Norfolk,1828,2114,2128,2141,2169,2182,2210,–,–
233,Niue,2166,1492,1444,1398,1311,1269,1190,1618,–
234,Tokelau,1392,1449,1433,1416,1384,1368,1337,–,–
235,Watykan,932,821,824,826,826,836,1000,1000,–
236,Wyspy Kokosowe,574,596,–,596,596,596,596,–,–
237,Majotta,201 234,208 783,216 306,223 765,–,–,–,–,256 518
238,Dhekelia,–,–,15 700,15 700,15 700,15 700,–,–,–
239,Akrotiri,–,–,15 700,15 700,15 700,15 700,–,–,–
240,Pitcairn,45,48,48,48,48,48,54,–,–
241,Georgia Południowa i Sandwich Południowy,23,23,23,25,26,26,–,–,–
